State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Uttar Pradesh,November,16.6,55.1,25.1,1.27,2419,27.06,Post-Monsoon,20.1,Medium,Dengue
Karnataka,October,23.4,75.4,38.8,1.23,1175,24.0,Post-Monsoon,167.4,Low,Malaria
Manipur,December,8.0,58.1,3.1,0.5,228,42.87,Winter,4.8,Medium,Typhoid
Delhi,November,18.5,29.4,18.3,1.09,308,24.69,Post-Monsoon,68.8,Medium,Typhoid
Manipur,July,27.4,97.0,131.2,1.31,1998,32.87,Monsoon,138.5,Low,Malaria
Andhra Pradesh,September,30.5,97.0,178.3,1.86,2022,45.34,Monsoon,339.0,High,Dengue
Andhra Pradesh,June,37.1,89.0,48.7,0.52,56,74.7,Monsoon,46.4,Low,Malaria
Telangana,April,34.7,56.4,1.4,0.95,2188,42.55,Summer,9.8,Medium,Heatstroke
Manipur,September,19.9,92.1,133.5,1.09,95,19.9,Monsoon,41.6,Low,Cholera
Rajasthan,August,34.1,60.3,337.0,5.48,857,42.58,Monsoon,433.9,Low,Typhoid
Chhattisgarh,February,22.6,52.6,24.2,1.21,726,24.93,Winter,0.4,Medium,Malaria
Meghalaya,November,11.2,79.3,34.0,0.5,676,30.37,Post-Monsoon,17.7,Medium,Cholera
Meghalaya,February,15.2,78.2,11.7,0.5,826,23.95,Winter,13.4,Low,Dengue
Chhattisgarh,November,19.3,54.5,6.2,0.61,2728,25.23,Post-Monsoon,15.3,High,Typhoid
Kerala,June,35.8,97.0,123.0,3.17,786,74.15,Monsoon,51.1,Low,Cholera
Manipur,November,11.8,73.0,21.0,0.86,313,31.28,Post-Monsoon,29.6,Low,Typhoid
Gujarat,April,36.5,64.6,1.4,0.5,4828,52.57,Summer,14.9,High,Malaria
Assam,October,22.6,83.5,81.0,1.38,2113,22.6,Post-Monsoon,160.6,Medium,Cholera
Meghalaya,September,23.7,97.0,13.6,1.25,738,23.7,Monsoon,40.6,Medium,Malaria
Nagaland,April,29.4,68.8,37.3,1.75,1697,33.38,Summer,35.1,Low,Malaria
Himachal Pradesh,May,26.6,59.3,88.4,2.16,853,27.55,Summer,4.9,Low,Cholera
Punjab,March,25.6,56.1,12.7,0.89,82,26.43,Summer,2.7,Medium,Malaria
Rajasthan,October,30.9,32.0,15.0,0.78,1298,30.9,Post-Monsoon,32.4,Low,Cholera
Chhattisgarh,July,29.7,97.0,372.4,6.06,2390,41.81,Monsoon,227.8,Medium,Malaria
Sikkim,June,26.6,84.3,48.3,1.09,313,29.19,Monsoon,2.4,Medium,Cholera
Karnataka,February,21.1,63.1,16.5,0.53,1045,24.09,Winter,19.7,Low,Typhoid
Tamil Nadu,August,39.7,97.0,50.9,2.24,462,101.41,Monsoon,96.8,Low,Heatstroke
Uttar Pradesh,October,25.3,55.3,143.0,3.52,885,26.17,Post-Monsoon,19.1,Low,Dengue
Delhi,March,26.1,46.1,7.7,0.5,741,26.49,Summer,27.4,Medium,Heatstroke
Tamil Nadu,January,20.9,74.3,2.7,0.86,659,22.55,Winter,16.1,Medium,Typhoid
Rajasthan,January,23.8,20.0,5.7,0.89,287,24.4,Winter,23.6,Low,Cholera
Uttarakhand,April,23.6,55.9,4.2,0.5,259,25.15,Summer,12.8,Low,Typhoid
Goa,June,37.9,97.0,211.4,3.45,243,88.19,Monsoon,9.3,Medium,Malaria
Odisha,August,28.9,97.0,23.1,0.5,4364,38.5,Monsoon,208.5,High,Malaria
Jharkhand,September,27.5,77.8,32.9,0.5,831,30.62,Monsoon,357.6,Medium,Typhoid
Assam,December,16.0,78.4,3.6,0.5,818,23.04,Winter,2.5,Low,Typhoid
Meghalaya,July,21.4,97.0,39.4,1.07,824,21.4,Monsoon,246.2,Medium,Dengue
Telangana,October,25.4,66.9,14.2,1.08,960,26.44,Post-Monsoon,33.4,Medium,Typhoid
West Bengal,February,17.7,66.0,33.2,1.26,180,24.76,Winter,5.7,Low,Typhoid
Karnataka,May,35.8,71.3,17.9,0.89,1066,54.2,Summer,2.3,Low,Typhoid
Haryana,September,26.7,65.5,131.0,2.19,802,28.06,Monsoon,11.7,Low,Malaria
Nagaland,August,20.6,92.8,420.0,6.23,280,20.6,Monsoon,92.7,Low,Dengue
Uttar Pradesh,July,31.8,88.4,275.2,3.69,309,47.32,Monsoon,60.4,Low,Typhoid
Kerala,March,30.9,84.4,7.3,0.5,383,42.12,Summer,4.4,Medium,Heatstroke
Maharashtra,March,29.8,62.1,7.7,0.5,979,32.86,Summer,20.2,Medium,Typhoid
Madhya Pradesh,September,31.3,76.3,105.5,2.16,781,40.54,Monsoon,68.4,Medium,Dengue
Bihar,March,30.0,54.8,0.0,0.9,1532,31.85,Summer,44.9,Medium,Heatstroke
Goa,December,21.8,77.4,9.9,0.5,657,22.46,Winter,7.1,Low,Typhoid
Andhra Pradesh,May,41.3,81.7,78.5,0.89,256,92.59,Summer,32.2,Low,Malaria
Rajasthan,November,23.6,23.3,30.4,0.5,673,24.53,Post-Monsoon,64.1,Low,Typhoid
Tripura,November,16.5,77.9,102.2,2.27,315,22.77,Post-Monsoon,12.0,Low,Dengue
Manipur,April,32.2,65.5,3.7,0.61,1804,39.37,Summer,2.4,Low,Malaria
Uttarakhand,May,27.1,65.7,19.1,0.95,353,28.66,Summer,3.0,Medium,Typhoid
Manipur,December,11.6,66.1,7.3,0.5,1248,33.36,Winter,4.8,Medium,Typhoid
Haryana,March,26.6,33.5,49.6,0.5,695,26.6,Summer,1.6,Low,Malaria
Nagaland,June,31.3,92.3,307.9,3.5,145,46.93,Monsoon,39.7,Medium,Cholera
Sikkim,November,11.9,65.8,16.4,0.5,2206,32.79,Post-Monsoon,26.3,Medium,Malaria
Chhattisgarh,June,37.1,89.8,57.6,1.51,290,75.47,Monsoon,10.6,Medium,Malaria
Goa,August,28.0,97.0,420.0,6.5,141,35.03,Monsoon,258.4,Low,Dengue
Odisha,November,26.1,82.2,53.4,0.5,539,27.95,Post-Monsoon,25.7,Low,Cholera
Haryana,January,16.2,34.2,3.6,0.54,1374,26.4,Winter,22.4,Low,Cholera
Haryana,February,20.3,31.5,30.5,1.04,993,24.65,Winter,15.5,Low,Typhoid
Goa,January,22.5,62.3,1.1,1.02,53,24.44,Winter,20.0,Low,Cholera
Uttarakhand,September,20.9,75.8,80.9,1.92,1420,22.29,Monsoon,454.7,Medium,Cholera
Bihar,October,23.4,67.6,46.1,1.45,466,24.56,Post-Monsoon,98.4,Low,Dengue
Karnataka,August,35.3,89.2,187.2,3.29,3395,64.67,Monsoon,305.9,Medium,Malaria
Rajasthan,May,43.4,29.8,1.1,0.78,15000,50.21,Summer,11.2,High,Typhoid
Haryana,October,24.4,51.5,5.1,1.39,344,25.57,Post-Monsoon,25.2,Low,Heatstroke
Sikkim,November,8.0,58.2,0.0,1.47,234,42.88,Post-Monsoon,29.6,Medium,Dengue
Assam,January,13.8,70.1,1.5,0.5,960,28.35,Winter,20.6,Low,Dengue
Uttar Pradesh,November,21.4,50.4,19.7,0.5,2945,24.93,Post-Monsoon,17.6,High,Heatstroke
Madhya Pradesh,October,26.5,59.4,34.4,1.13,828,27.45,Post-Monsoon,214.8,Medium,Typhoid
Delhi,May,39.5,48.2,56.9,1.17,4077,51.95,Summer,15.6,High,Heatstroke
West Bengal,January,16.2,77.0,19.6,1.73,336,23.31,Winter,23.8,Medium,Heatstroke
Bihar,May,35.6,65.9,22.4,0.5,421,50.13,Summer,97.8,Low,Malaria
Telangana,June,37.8,80.1,420.0,5.52,15000,70.31,Monsoon,22.0,High,Malaria
Uttarakhand,August,15.7,82.7,295.2,4.33,4948,21.77,Monsoon,90.2,Medium,Dengue
Bihar,May,36.8,63.9,0.0,0.5,98,53.22,Summer,106.5,Low,Heatstroke
Meghalaya,June,28.2,95.6,387.6,4.74,1253,35.49,Monsoon,33.3,Medium,Malaria
Bihar,June,35.4,79.8,213.6,3.59,1225,58.22,Monsoon,31.1,Medium,Cholera
Himachal Pradesh,April,19.7,53.1,2.1,0.55,224,25.16,Summer,4.8,Medium,Typhoid
Andhra Pradesh,March,33.1,65.7,31.7,1.01,1340,41.97,Summer,54.5,Low,Dengue
Chhattisgarh,September,32.2,87.3,48.9,1.56,628,48.5,Monsoon,98.5,Low,Cholera
Meghalaya,April,25.0,81.8,23.1,0.5,630,25.84,Summer,5.1,Low,Cholera
Tamil Nadu,February,23.5,67.7,42.6,2.05,639,24.62,Winter,22.6,Low,Typhoid
Manipur,April,26.2,74.0,0.6,0.5,12577,27.77,Summer,1.7,Medium,Heatstroke
Karnataka,January,21.0,55.8,16.6,0.51,178,24.7,Winter,20.0,Low,Typhoid
Delhi,July,24.5,86.1,179.3,2.99,440,24.8,Monsoon,389.0,Low,Cholera
Gujarat,October,30.3,66.1,47.1,1.16,211,34.8,Post-Monsoon,145.7,Medium,Dengue
Punjab,September,24.4,74.5,187.7,3.35,723,25.17,Monsoon,421.8,Low,Malaria
Goa,November,21.7,82.5,0.3,0.5,4137,21.7,Post-Monsoon,1.2,Low,Cholera
Telangana,September,26.3,87.3,123.4,1.58,1949,28.66,Monsoon,1.5,Medium,Dengue
Uttarakhand,October,13.9,64.0,36.7,1.54,614,29.46,Post-Monsoon,254.9,Low,Dengue
Kerala,November,21.8,87.0,17.4,0.9,2428,21.8,Post-Monsoon,329.4,High,Cholera
Bihar,June,34.8,87.9,193.4,3.79,231,61.07,Monsoon,40.9,Medium,Malaria
Bihar,February,19.4,47.8,4.7,0.5,50,25.47,Winter,6.5,Medium,Typhoid
Punjab,July,24.6,74.5,308.9,4.13,1706,25.42,Monsoon,227.7,Medium,Heatstroke
Assam,May,39.8,80.0,23.7,0.5,630,81.34,Summer,48.7,Medium,Dengue
Meghalaya,October,17.4,90.1,12.4,0.5,647,17.82,Post-Monsoon,441.7,Medium,Cholera
Haryana,May,35.6,38.7,27.3,0.5,1075,37.94,Summer,11.0,Low,Typhoid
Haryana,May,38.1,48.9,13.9,0.96,3871,48.25,Summer,8.6,Medium,Typhoid
Rajasthan,November,25.0,20.7,1.1,0.74,931,25.0,Post-Monsoon,73.4,Medium,Malaria
Goa,August,31.0,97.0,420.0,6.34,103,47.65,Monsoon,290.8,Low,Dengue
Assam,March,24.2,71.8,9.6,0.53,612,25.04,Summer,31.8,Low,Dengue
Delhi,February,19.8,34.1,7.0,0.5,505,24.92,Winter,1.1,Low,Heatstroke
Tripura,October,16.4,85.5,6.2,0.5,3849,20.12,Post-Monsoon,304.9,Medium,Malaria
Andhra Pradesh,February,25.0,58.5,35.0,0.5,128,25.98,Winter,0.5,Low,Dengue
Jharkhand,February,23.3,52.4,16.1,0.71,901,25.11,Winter,4.8,Low,Typhoid
Manipur,May,32.2,87.7,86.6,1.47,1715,48.7,Summer,47.2,Medium,Cholera
Maharashtra,February,22.7,53.0,22.5,1.26,77,24.94,Winter,4.1,Medium,Typhoid
Delhi,January,14.2,36.3,0.1,0.82,2422,28.36,Winter,21.8,High,Typhoid
Sikkim,July,15.2,97.0,234.0,3.86,140,15.26,Monsoon,351.1,Medium,Dengue
Goa,March,25.8,76.7,0.4,0.66,3204,27.2,Summer,32.0,Medium,Dengue
Jharkhand,May,34.8,60.3,29.8,0.5,1281,44.6,Summer,32.8,Medium,Malaria
West Bengal,February,21.3,62.1,11.3,0.5,921,24.2,Winter,5.4,Medium,Typhoid
Sikkim,June,24.4,90.8,420.0,5.64,169,24.4,Monsoon,2.7,Medium,Cholera
Goa,December,18.3,70.2,4.4,0.66,505,23.61,Winter,7.9,Low,Malaria
Telangana,June,42.0,94.7,170.2,3.38,377,116.24,Monsoon,21.8,Medium,Typhoid
Tripura,April,34.1,69.7,40.6,1.13,285,46.97,Summer,1.3,Low,Heatstroke
Himachal Pradesh,July,18.5,88.4,188.5,2.61,239,18.5,Monsoon,154.2,Medium,Malaria
Karnataka,January,19.0,50.5,10.2,0.98,1399,25.57,Winter,17.0,Medium,Heatstroke
Goa,August,32.3,97.0,15.1,0.83,4228,54.06,Monsoon,266.7,Medium,Dengue
Kerala,March,26.6,74.0,34.5,0.76,504,28.46,Summer,4.4,Low,Cholera
Tamil Nadu,March,30.2,78.1,37.7,1.1,1602,37.73,Summer,2.5,High,Malaria
Uttarakhand,September,15.9,88.8,12.3,0.89,2197,19.04,Monsoon,451.2,Medium,Typhoid
Kerala,November,22.0,87.3,47.4,1.2,1439,22.0,Post-Monsoon,316.2,Low,Typhoid
Gujarat,February,26.1,53.4,7.6,0.62,227,26.77,Winter,10.4,Low,Typhoid
Rajasthan,June,41.0,45.7,30.1,1.68,639,54.84,Monsoon,16.0,Low,Heatstroke
Rajasthan,December,26.7,21.0,28.6,0.5,271,26.7,Winter,4.1,Low,Heatstroke
Kerala,December,17.0,81.1,9.4,1.06,456,21.37,Winter,6.1,Medium,Cholera
Gujarat,March,36.2,57.5,7.2,1.04,970,47.4,Summer,37.4,Medium,Typhoid
Haryana,August,24.3,75.4,78.2,2.19,996,25.01,Monsoon,5.4,Low,Malaria
Chhattisgarh,April,36.0,59.4,44.6,1.32,757,47.81,Summer,5.5,Low,Cholera
Tripura,February,19.4,68.5,1.5,0.53,312,23.52,Winter,1.9,Medium,Malaria
Delhi,July,28.4,71.6,92.4,1.52,1096,31.71,Monsoon,384.0,Low,Typhoid
Chhattisgarh,September,26.7,91.4,82.2,1.44,274,30.01,Monsoon,94.1,Medium,Malaria
Uttarakhand,October,14.5,63.9,29.1,0.77,168,28.57,Post-Monsoon,280.7,Low,Typhoid
Haryana,July,26.8,72.1,311.5,4.02,3154,28.68,Monsoon,13.4,Low,Malaria
Manipur,February,15.9,73.7,14.4,1.16,218,24.58,Winter,6.9,Low,Dengue
Odisha,September,25.5,97.0,91.3,0.5,783,26.83,Monsoon,34.5,Medium,Typhoid
Andhra Pradesh,March,34.4,76.3,1.1,0.5,548,51.69,Summer,49.1,Low,Typhoid
Jharkhand,April,35.1,61.6,20.8,1.33,749,46.14,Summer,1.6,Medium,Typhoid
Tripura,March,27.1,74.1,1.5,1.07,423,29.4,Summer,36.1,Low,Typhoid
Tripura,August,35.0,97.0,18.6,1.17,1389,69.2,Monsoon,163.3,Medium,Cholera
Uttar Pradesh,July,34.2,77.0,165.4,2.03,1404,51.29,Monsoon,69.0,Low,Cholera
Uttarakhand,June,24.3,86.2,18.4,1.13,1930,24.43,Monsoon,9.6,Medium,Malaria
Bihar,May,36.7,67.3,23.2,0.81,294,55.1,Summer,96.1,Low,Typhoid
Manipur,January,10.5,65.8,3.4,0.5,104,35.9,Winter,23.0,Low,Typhoid
Chhattisgarh,May,35.3,64.9,12.3,0.65,221,48.53,Summer,19.2,Medium,Malaria
Uttar Pradesh,July,32.1,78.6,279.7,4.36,298,44.13,Monsoon,68.1,Medium,Dengue
Uttar Pradesh,July,32.2,81.1,420.0,6.12,668,45.59,Monsoon,63.6,Low,Dengue
Maharashtra,July,31.9,92.9,35.5,0.5,348,49.93,Monsoon,205.2,Medium,Dengue
Karnataka,September,26.3,84.7,146.6,2.1,644,28.51,Monsoon,115.3,Medium,Dengue
Maharashtra,July,32.2,92.5,12.7,0.5,10188,51.13,Monsoon,217.4,High,Dengue
Assam,March,29.4,77.6,42.1,0.62,1146,35.3,Summer,27.9,Low,Malaria
Rajasthan,May,40.5,26.7,37.2,1.01,215,42.64,Summer,10.1,Medium,Heatstroke
Andhra Pradesh,December,18.3,55.7,13.8,0.5,1285,25.67,Winter,18.3,Low,Typhoid
Delhi,June,37.2,74.2,74.4,1.53,255,62.3,Monsoon,1.6,Low,Heatstroke
Delhi,April,37.7,46.9,19.9,1.27,891,46.06,Summer,7.7,Low,Heatstroke
Madhya Pradesh,February,21.3,38.4,9.9,0.5,264,24.94,Winter,14.1,Medium,Heatstroke
Maharashtra,December,18.0,71.0,0.5,0.5,332,23.59,Winter,10.1,Low,Heatstroke
Karnataka,May,38.4,64.3,123.9,1.94,318,59.67,Summer,1.9,Medium,Heatstroke
Nagaland,April,26.3,66.3,18.6,1.51,1245,27.55,Summer,35.0,Low,Dengue
Meghalaya,October,19.5,92.9,10.5,1.04,505,19.5,Post-Monsoon,472.3,Low,Cholera
Kerala,January,18.0,69.7,19.5,0.78,1144,23.87,Winter,19.2,Medium,Heatstroke
Madhya Pradesh,July,34.7,75.5,420.0,5.53,2238,52.42,Monsoon,39.2,Medium,Dengue
Goa,October,23.9,87.8,0.1,0.64,935,23.9,Post-Monsoon,37.8,Medium,Cholera
Meghalaya,November,13.9,79.1,18.7,0.95,1628,25.36,Post-Monsoon,15.0,Medium,Dengue
Gujarat,June,42.5,81.4,420.0,5.51,4615,100.12,Monsoon,15.0,High,Heatstroke
Himachal Pradesh,August,15.3,80.1,3.6,0.5,788,23.16,Monsoon,173.3,Low,Cholera
Kerala,June,39.3,97.0,44.4,0.96,790,98.38,Monsoon,53.7,Medium,Cholera
Kerala,September,28.6,97.0,20.7,0.5,286,37.31,Monsoon,410.3,Medium,Dengue
Jharkhand,July,29.9,95.0,420.0,6.44,193,41.98,Monsoon,114.6,Low,Typhoid
Goa,May,37.9,79.9,51.3,1.27,1181,70.65,Summer,11.1,Low,Cholera
Assam,August,29.9,97.0,7.2,0.78,242,42.67,Monsoon,188.9,Medium,Cholera
Himachal Pradesh,September,20.4,78.6,126.8,2.59,549,21.58,Monsoon,3.3,Low,Cholera
Meghalaya,December,9.8,57.8,4.5,0.5,2917,38.23,Winter,14.7,High,Typhoid
Bihar,March,30.9,65.7,34.0,0.77,4119,36.11,Summer,46.0,Low,Cholera
Maharashtra,December,15.0,57.2,14.3,1.12,103,28.71,Winter,13.1,Low,Heatstroke
Delhi,January,18.0,48.4,3.2,0.75,1706,26.2,Winter,23.9,Medium,Cholera
Tamil Nadu,November,30.0,84.7,13.4,0.74,1096,39.05,Post-Monsoon,85.5,Low,Dengue
Manipur,March,18.9,68.6,37.6,1.73,582,23.66,Summer,2.0,Medium,Dengue
Uttar Pradesh,September,31.3,77.9,297.0,4.61,2750,41.12,Monsoon,68.2,Medium,Malaria
Tripura,September,25.0,96.5,30.2,0.5,4023,25.46,Monsoon,77.0,Medium,Typhoid
Uttarakhand,September,17.2,83.2,420.0,5.55,141,20.54,Monsoon,495.8,Low,Cholera
Punjab,November,19.8,47.4,89.5,1.38,268,25.32,Post-Monsoon,43.3,Low,Typhoid
Andhra Pradesh,June,39.0,91.8,205.3,3.19,337,89.81,Monsoon,39.4,Low,Cholera
Uttarakhand,September,18.3,77.8,420.0,6.32,649,21.79,Monsoon,487.9,Low,Malaria
Haryana,April,30.0,44.9,6.3,0.77,296,30.3,Summer,69.2,Medium,Typhoid
Nagaland,November,13.2,74.7,7.9,1.14,866,28.04,Post-Monsoon,85.2,Medium,Typhoid
Odisha,May,36.7,76.7,10.6,0.89,251,61.95,Summer,155.7,Medium,Cholera
Assam,July,25.4,97.0,420.0,5.07,302,26.55,Monsoon,23.4,Low,Malaria
Uttarakhand,March,22.9,54.9,16.8,0.82,354,24.93,Summer,6.1,Medium,Typhoid
Punjab,November,20.9,51.6,52.8,1.43,366,24.93,Post-Monsoon,36.8,Low,Cholera
Rajasthan,January,23.1,20.0,15.1,0.5,675,24.11,Winter,17.2,Medium,Heatstroke
West Bengal,August,27.8,97.0,25.7,0.53,3071,34.3,Monsoon,246.3,Medium,Heatstroke
Assam,November,19.1,76.1,6.5,0.51,500,22.04,Post-Monsoon,59.3,Low,Cholera
Andhra Pradesh,March,32.2,65.5,18.1,2.57,85,39.37,Summer,53.4,Low,Heatstroke
Jharkhand,May,32.7,55.6,36.1,1.41,1007,37.33,Summer,29.9,Medium,Malaria
Tripura,November,17.9,75.7,13.2,1.2,2907,22.51,Post-Monsoon,11.6,Low,Dengue
Telangana,October,30.8,72.1,77.3,1.84,637,37.69,Post-Monsoon,34.5,Medium,Dengue
Himachal Pradesh,September,14.6,75.6,392.8,6.09,318,25.57,Monsoon,3.3,Low,Malaria
Tripura,January,15.6,54.6,3.2,1.3,4506,28.15,Winter,17.5,Medium,Typhoid
Tripura,October,20.0,85.4,25.4,0.84,1924,20.0,Post-Monsoon,235.7,High,Typhoid
Assam,February,19.4,73.1,22.1,0.83,3489,22.66,Winter,13.1,High,Dengue
Punjab,February,16.2,39.9,4.5,0.78,992,27.18,Winter,12.4,Low,Typhoid
Karnataka,March,27.7,61.6,5.0,0.81,75,29.18,Summer,16.9,Medium,Dengue
Kerala,September,27.9,97.0,232.5,4.13,148,34.66,Monsoon,362.6,Medium,Dengue
Delhi,December,19.0,40.0,7.2,0.5,998,25.53,Winter,6.3,Medium,Typhoid
Andhra Pradesh,January,25.9,64.7,7.9,0.8,1507,26.98,Winter,16.0,Medium,Typhoid
Meghalaya,February,12.4,71.2,11.5,0.78,50,30.57,Winter,12.3,Low,Typhoid
Manipur,September,22.3,94.4,25.6,0.5,397,22.3,Monsoon,28.4,Low,Cholera
Bihar,January,17.4,50.5,5.8,1.08,1233,26.59,Winter,18.6,Low,Typhoid
Andhra Pradesh,June,39.1,92.8,85.4,1.78,1140,91.7,Monsoon,48.1,Medium,Malaria
Uttar Pradesh,January,18.6,45.5,4.6,0.9,205,25.86,Winter,19.9,Medium,Typhoid
Uttarakhand,March,18.1,57.0,22.7,0.5,6107,25.69,Summer,5.1,Medium,Typhoid
Delhi,March,30.5,41.8,1.4,0.63,2264,30.52,Summer,31.4,Medium,Dengue
Himachal Pradesh,September,13.2,84.7,420.0,5.69,7800,24.08,Monsoon,4.2,High,Malaria
Odisha,July,31.6,97.0,57.1,1.2,3135,50.54,Monsoon,74.2,Medium,Cholera
Goa,August,29.6,97.0,143.5,3.07,2847,41.38,Monsoon,229.4,Medium,Dengue
Haryana,April,34.0,41.4,17.5,0.72,370,35.79,Summer,73.3,Medium,Dengue
Tripura,June,36.0,94.9,50.3,1.28,185,73.51,Monsoon,82.1,Low,Dengue
Jharkhand,June,37.2,74.1,102.6,1.56,125,62.22,Monsoon,23.2,Low,Typhoid
Madhya Pradesh,January,15.7,45.6,5.0,0.5,1764,28.06,Winter,21.1,Medium,Typhoid
Nagaland,January,11.1,59.1,0.3,0.5,1342,35.26,Winter,16.7,Medium,Heatstroke
Uttar Pradesh,June,34.1,83.1,33.4,1.14,1813,54.5,Monsoon,0.5,Medium,Typhoid
Goa,December,21.6,63.1,7.5,0.69,2606,24.14,Winter,6.9,Medium,Cholera
Sikkim,February,8.0,64.6,6.4,0.8,389,42.74,Winter,9.9,Low,Cholera
Tripura,March,25.4,77.3,46.0,1.13,1446,26.54,Summer,38.5,Low,Typhoid
Karnataka,April,35.4,68.3,52.1,0.94,1767,50.82,Summer,7.7,Medium,Heatstroke
Haryana,March,29.8,39.4,84.8,1.02,2985,29.8,Summer,1.4,Low,Malaria
Manipur,August,25.6,97.0,420.0,6.45,84,27.12,Monsoon,97.9,Low,Cholera
Uttar Pradesh,April,33.6,66.4,0.2,1.65,5215,43.77,Summer,3.0,Medium,Heatstroke
Haryana,April,29.0,36.2,23.1,1.19,3053,29.0,Summer,100.8,Medium,Heatstroke
Manipur,October,20.7,80.1,10.5,0.5,768,21.38,Post-Monsoon,13.1,Medium,Dengue
Gujarat,March,28.9,50.7,7.9,1.4,120,29.61,Summer,30.0,Low,Typhoid
Tamil Nadu,March,28.6,74.6,27.3,0.5,259,32.66,Summer,2.8,Low,Malaria
Meghalaya,August,17.7,97.0,195.8,2.66,2982,17.7,Monsoon,143.4,Medium,Dengue
Odisha,September,28.4,97.0,148.7,2.44,321,36.54,Monsoon,33.0,Low,Dengue
Chhattisgarh,October,29.2,67.8,5.5,0.5,50,32.75,Post-Monsoon,4.3,Low,Typhoid
Telangana,November,26.0,57.5,31.7,0.5,2506,26.84,Post-Monsoon,46.2,Medium,Typhoid
Manipur,August,20.2,97.0,59.0,0.68,1286,20.2,Monsoon,97.5,Medium,Typhoid
Assam,April,35.1,77.4,10.6,1.48,2511,55.27,Summer,5.9,High,Malaria
Madhya Pradesh,January,21.4,37.4,2.3,1.1,1009,24.91,Winter,18.3,Medium,Heatstroke
Maharashtra,November,20.6,60.3,11.4,0.72,477,24.39,Post-Monsoon,77.1,Medium,Cholera
Himachal Pradesh,May,27.6,47.6,25.4,0.96,1801,27.83,Summer,6.1,Medium,Typhoid
Tamil Nadu,December,21.5,64.8,10.1,1.31,263,23.96,Winter,30.5,Low,Typhoid
Tamil Nadu,November,25.2,76.4,5.1,1.21,2313,26.22,Post-Monsoon,95.6,Medium,Malaria
Odisha,January,21.5,73.6,4.9,1.03,1108,22.87,Winter,23.5,Low,Heatstroke
Telangana,January,22.7,52.9,11.8,1.09,2628,24.95,Winter,18.0,Medium,Typhoid
Punjab,June,29.7,65.7,36.7,0.7,1421,33.39,Monsoon,28.0,Low,Malaria
Punjab,January,12.6,33.4,1.8,0.53,299,29.15,Winter,18.1,Low,Dengue
Uttar Pradesh,January,20.0,44.0,1.9,0.5,5657,25.28,Winter,19.1,Medium,Typhoid
Odisha,September,31.1,95.1,242.4,3.2,3774,47.28,Monsoon,38.0,Medium,Dengue
Telangana,February,23.6,48.3,4.8,0.5,413,25.25,Winter,2.9,Medium,Typhoid
Gujarat,January,27.0,42.9,11.3,1.47,50,27.01,Winter,23.3,Medium,Typhoid
Chhattisgarh,September,29.5,87.3,179.5,2.71,63,38.1,Monsoon,130.8,Low,Cholera
Himachal Pradesh,October,16.5,63.4,52.3,1.08,1415,26.21,Post-Monsoon,0.1,Medium,Typhoid
Karnataka,November,19.2,64.4,4.1,1.58,181,24.23,Post-Monsoon,8.3,Medium,Typhoid
Tamil Nadu,September,35.2,97.0,53.1,1.13,580,70.42,Monsoon,55.1,Medium,Dengue
Sikkim,May,26.5,64.7,3.1,1.37,5325,27.74,Summer,0.2,High,Typhoid
Telangana,May,36.2,66.9,36.9,0.67,104,52.92,Summer,0.4,Low,Malaria
Odisha,August,29.1,97.0,39.3,1.11,187,39.31,Monsoon,212.5,Medium,Dengue
Telangana,September,29.9,81.5,148.0,2.28,15000,37.78,Monsoon,1.7,Medium,Dengue
Uttarakhand,November,13.5,61.5,8.9,0.52,891,30.47,Post-Monsoon,48.2,Low,Dengue
Nagaland,October,16.8,81.8,24.7,0.5,756,21.25,Post-Monsoon,55.0,Medium,Malaria
Sikkim,April,19.5,66.4,12.2,1.34,257,23.84,Summer,37.3,Medium,Malaria
Himachal Pradesh,September,18.0,80.1,0.1,0.5,5891,21.23,Monsoon,3.4,High,Dengue
Himachal Pradesh,August,20.4,86.1,420.0,6.24,876,20.4,Monsoon,215.9,Low,Cholera
Delhi,March,32.7,44.7,8.3,0.66,1224,34.35,Summer,31.7,Low,Cholera
Nagaland,July,28.8,84.5,33.3,0.87,1702,35.14,Monsoon,241.8,Medium,Dengue
Rajasthan,July,35.9,55.5,49.0,0.82,651,45.47,Monsoon,96.4,Low,Heatstroke
Chhattisgarh,January,20.9,56.7,2.6,1.77,1667,24.65,Winter,18.7,High,Heatstroke
Assam,September,26.2,97.0,248.6,3.83,551,28.91,Monsoon,261.8,Medium,Malaria
Chhattisgarh,July,31.5,90.2,369.8,5.25,2856,46.87,Monsoon,249.7,Medium,Cholera
Assam,November,14.5,70.4,23.9,0.5,235,27.21,Post-Monsoon,81.2,Medium,Typhoid
Assam,September,25.7,97.0,38.9,1.24,2493,27.41,Monsoon,198.5,High,Cholera
Jharkhand,January,19.4,45.8,0.1,0.87,102,25.49,Winter,21.5,Low,Typhoid
Jharkhand,September,26.4,83.4,420.0,6.13,3741,28.67,Monsoon,457.3,Medium,Dengue
Uttarakhand,February,10.9,51.6,31.5,1.19,477,35.55,Winter,8.6,Low,Typhoid
Haryana,May,37.0,47.7,39.1,1.45,763,44.63,Summer,9.5,Low,Typhoid
Meghalaya,January,8.0,67.0,11.6,1.45,461,42.46,Winter,20.1,Medium,Cholera
